,host_name,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,license,instant_bookable,first_review,last_review,host_response_rate,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
1666,Q.J.,2014-06-01,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,Entire rental unit,Entire home/apt,1.5 baths,"[""Dining table"", ""Freezer"", ""Hot water kettle"", ""Wine glasses"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Iron"", ""Paid street parking off premises"", ""Lockbox"", ""Bathtub"", ""Cooking basics"", ""First aid kit"", ""Carbon monoxide alarm"", ""Private entrance"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Self check-in"", ""Stainless steel oven"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2023-06-01,2023-09-10,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1667,Frano,2014-04-18,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Lawrence Hill,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Room-darkening shades"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Drying rack for clothing"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Toaster"", ""Cooking basics"", ""Extra pillows and blankets"", ""80 inch HDTV with Netflix"", ""Coffee"", ""Clothing storage"", ""Cleaning products"", ""Coffee maker: espresso machine"", ""Radiant heating"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Elevator""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2023-06-19,2024-09-15,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
1668,Louisa,2016-03-30,"Bristol, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,No specified,Westbury-on-Trym & Henleaze,Entire guest suite,Entire home/apt,1 bath,"[""Free parking on premises"", ""Laundromat nearby"", ""Smoke alarm"", ""Kitchenette"", ""Hangers"", ""Wine glasses"", ""Hot water"", ""Portable heater"", ""First aid kit"", ""Wifi"", ""Hot water kettle"", ""Mini fridge"", ""Fire extinguisher"", ""Bed linens"", ""Hair dryer"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-03-10,2024-09-22,,,21.2,51.49469367868196,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1669,James,2014-09-11,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Redland,Entire home,Entire home/apt,1.5 baths,"[""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Wine glasses"", ""Crib - always at the listing"", ""Changing table"", ""Indoor fireplace"", ""Outlet covers"", ""Trash compactor"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Outdoor furniture"", ""Baby bath"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Mini fridge"", ""EV charger"", ""Smoke alarm"", ""Record player"", ""Children\u2019s dinnerware"", ""Fire pit"", ""Lockbox"", ""Baby safety gates"", ""Free street parking"", ""Toaster"", ""Sound system"", ""Babysitter recommendations"", ""Children\u2019s books and toys"", ""First aid kit"", ""Outdoor dining area"", ""Barbecue utensils"", ""Children's playroom"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Clothing storage"", ""Dryer"", ""Microwave"", ""Free parking on premises"", ""Cleaning products"", ""Board games"", ""Outdoor playground"", ""Fire extinguisher"", ""Self check-in"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Wifi"", ""Essentials"", ""Shampoo"", ""High chair"", ""Dishes and silverware"", ""Heating"", ""Children\u2019s bikes""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2023-05-29,2023-07-10,,,21.2,51.5,-2.5,6.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1670,Charles,2023-05-05,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Southville,Entire home,Entire home/apt,1 bath,"[""Oven"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Refrigerator"", ""TV"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Backyard"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2023-06-04,2024-09-11,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.1,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1671,Scott,2023-04-09,"Nottingham, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Central,Entire rental unit,Entire home/apt,1.5 baths,"[""Cleaning available during stay"", ""Books and reading material"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Breakfast"", ""Clothing storage: closet and dresser"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Paid street parking off premises"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Single oven"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""First aid kit"", ""Extra pillows and blankets"", ""Harbor view"", ""City skyline view"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Dryer"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Board games"", ""Baking sheet"", ""Hangers"", ""Electric stove"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Elevator"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2023-07-02,2024-09-05,,,21.2,51.5,-2.5,6.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,32.0,3.7,,,,,,,,4.4
1672,Julie,2021-07-11,No location,within an hour,f,Not specified,['phone'],f,f,No specified,Stockwood,Private room in home,Private room,1 private bath,"[""Hot water"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""TV"", ""Smoke alarm"", ""Clothing storage: closet"", ""Lock on bedroom door"", ""Toaster"", ""Host greets you"", ""Carbon monoxide alarm"", ""Central heating"", ""Free parking on premises"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2023-05-27,2024-09-19,,,21.2,51.5,-2.55816,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,34.0,4.0,,,,,,,,4.4
1673,Victoria,2019-08-29,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,Entire home,Entire home/apt,1 bath,"[""Cleaning available during stay"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Portable fans"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Bosch stainless steel oven"", ""Kitchen"", ""Pets allowed"", ""Outdoor furniture"", ""Refrigerator"", ""Drying rack for clothing"", ""River view"", ""42 inch HDTV"", ""Ceiling fan"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Courtyard view"", ""Iron"", ""Paid street parking off premises"", ""Lockbox"", ""Clothing storage: walk-in closet and dresser"", ""Toaster"", ""Cooking basics"", ""Luggage dropoff allowed"", ""First aid kit"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2023-05-29,2024-09-15,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
1674,Kurtis,2018-01-16,"Bristol, United Kingdom",a few days or more,f,Not specified,"['email', 'phone']",t,t,No specified,Horfield,Private room in home,Private room,1 bath,"[""Lock on bedroom door"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.48969,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1675,Kurtis,2018-01-16,"Bristol, United Kingdom",a few days or more,f,Not specified,"['email', 'phone']",t,t,No specified,Horfield,Private room in home,Private room,1 bath,"[""Lock on bedroom door"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.49092,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1676,Pass The Property,2017-10-01,"Leeds, United Kingdom",within an hour,f,Not specified,"['email', 'phone', 'work_email']",t,t,No specified,Eastville,Entire rental unit,Entire home/apt,4 baths,"[""Oven"", ""Dining table"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Clothing storage"", ""Dryer"", ""Backyard"", ""Free parking on premises"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,31/12/2030,31/12/2030,,,21.2,51.5,-2.54836,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1677,Jflproperty,2023-05-10,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Central,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dishwasher"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dryer"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Shampoo"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2023-06-09,2024-09-15,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1678,Louis,2022-12-16,No location,within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Hartcliffe & Withywood,Entire rental unit,Entire home/apt,2 baths,"[""Oven"", ""Private patio or balcony"", ""Dining table"", ""Freezer"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""Drying rack for clothing"", ""Blender"", ""Iron"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Long term stays allowed"", ""Free residential garage on premises \u2013 1 space"", ""Central heating"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""55 inch HDTV with Netflix"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1679,Carl,2013-12-01,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Bishopsworth,Entire home,Entire home/apt,2 baths,"[""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Room-darkening shades"", ""Portable fans"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Wine glasses"", ""Free driveway parking on premises \u2013 2 spaces"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Outdoor furniture"", ""Hammock"", ""Fast wifi \u2013 109 Mbps"", ""Samsung refrigerator"", ""Drying rack for clothing"", ""Indoor fireplace: wood-burning"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Iron"", ""Neff stainless steel double oven"", ""Lockbox"", ""Baby safety gates"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Neff induction stove"", ""First aid kit"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Extra pillows and blankets"", ""43 inch HDTV with Amazon Prime Video, Disney+, Netflix"", ""Children's playroom"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Fireplace guards"", ""Private backyard \u2013 Fully fenced"", ""Coffee maker: espresso machine"", ""Essentials"", ""Board games"", ""Dishes and silverware"", ""Standalone high chair - always at the listing"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2023-08-01,2024-08-28,,,21.2,51.5,-2.5,7.0,1.0,3.0,3.0,5.0,1125.0,5.0,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1680,Hopewell,2016-03-31,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Coffee"", ""Dryer"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2023-06-30,2024-07-19,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
1681,Dave,2016-06-06,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Southville,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Paid parking off premises"", ""Coffee maker: french press"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Exercise equipment: free weights, yoga mat"", ""First aid kit"", ""Carbon monoxide alarm"", ""Coffee"", ""Clothing storage"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2023-05-24,2024-07-30,,,26.0,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
